Country,Parent,Capacity (GW),Type
Global,Tohoku Electric Power Co Inc,0.2041,Geothermal
Global,Mighty River Power,0.204,Geothermal
Global,China Yangzi River Three Gorges Group Co Ltd,39.444300000000005,Hydropower
Global,Hydro Québec,36.791,Hydropower
Global,PJSC RusHydro,27.991,Hydropower
Global,State Grid Xinyuan Co Ltd,27.407,Hydropower
Global,Corporación Eléctrica Nacional SA,16.01,Hydropower
Global,EuroSibEnergo JSC,15.002,Hydropower
Global,Eletrobras Furnas,14.95548,Hydropower
Global,US Bureau of Reclamation,14.738,Hydropower
Global,EDF Energy Ltd,14.363,Hydropower
Global,Itaipú Binational,14.0,Hydropower
Global,Elektrik Üretim AS (EÜAŞ),13.522,Hydropower
Global,State Power Investment Group Upper Yellow River Hydropower Development Co Ltd,12.835,Hydropower
Global,BC Hydro,12.0,Hydropower
Global,Statkraft,11.99867,Hydropower
Global,China Huaneng Group Co Ltd,11.952,Hydropower
Global,Vietnam Electricity (EVN),11.447,Hydropower
Global,Comisión Federal de Electricidad EPE,11.434,Hydropower
Global,Norte Energia SA,11.233,Hydropower
Global,Companhia Hidro Elétrica do São Francisco SA (CHESF),11.117119999999998,Hydropower
Global,Electricité de France SA,64.04,Nuclear
Global,Rosatom,28.576,Nuclear
Global,Korea Hydro & Nuclear Power CO,27.071,Nuclear
Global,China National Nuclear Power CO LTD,22.35,Nuclear
Global,Exelon,16.393,Nuclear
Global,Ontario Power Generation,13.924,Nuclear
Global,"SE NNEGC ""Energoatom""",13.835,Nuclear
Global,CGNPC Nuclear Power Investment CO LTD,8.886,Nuclear
Global,Tennessee Valley Authority,8.624,Nuclear
Global,China General Nuclear Power Co Ltd,8.496,Nuclear
Global,Nuclear Power Corporation Of India LTD,7.54,Nuclear
Global,Georgia Power Co,6.79,Nuclear
Global,Kansai Electric Power CO,6.578,Nuclear
Global,EDF Energy Ltd,6.534,Nuclear
Global,Emirates Nuclear Energy CORP,5.668,Nuclear
Global,Duke Energy Corp,5.112,Nuclear
Global,PSEG Power Inc,5.106,Nuclear
Global,Guangxi Fangchenggang CGN Nuclear Power Industry Investment CO LTD,4.532,Nuclear
Global,CGN Ninghe Investment CO LTD,4.356,Nuclear
Global,Arizona Public Service Co,4.242,Nuclear
Global,Saudi Electricity Co,61.867050000000006,Oil and gas
Global,Egyptian Electricity Holding Co,49.4717,Oil and gas
Global,NextEra Energy Inc,28.2461,Oil and gas
Global,Chubu Electric Power Co Inc,27.157695666666665,Oil and gas
Global,Ministry of Electricity (Iraq),27.0225,Oil and gas
Global,Tokyo Electric Power Co,26.788445666666668,Oil and gas
Global,Vistra Corp,25.33716,Oil and gas
Global,Duke Energy Corp,25.2947495,Oil and gas
Global,Southern Co,25.0161505,Oil and gas
Global,Korea Electric Power Corp,24.337509999999998,Oil and gas
Global,Inter RAO PJSC,24.16045,Oil and gas
Global,Comisión Federal de Electricidad EPE,23.2057,Oil and gas
Global,ENGIE SA,22.06297688888889,Oil and gas
Global,Entergy Corp,20.5842,Oil and gas
Global,Sonelgaz SpA,19.359099999999998,Oil and gas
Global,PT PLN (Persero),18.478900000000003,Oil and gas
Global,Ministry of Electricity and Water and Renewable Energy (Kuwait),17.8775,Oil and gas
Global,Taiwan Power Co,16.073,Oil and gas
Global,RWE AG,15.71518,Oil and gas
Global,NextEra Energy Inc,11.107199999999999,Utility-scale solar
Global,Tianjin China Green Power Investment Co Ltd,10.30555860403863,Utility-scale solar
Global,Adani Group,7.350343507574835,Utility-scale solar
Global,China Three Gorges Renewables (Group) Co Ltd,5.626899261047702,Utility-scale solar
Global,China Nuclear Huineng Co Ltd,5.183140654082528,Utility-scale solar
Global,Enel Green Power SpA,4.926881230896776,Utility-scale solar
Global,ReNew Power,4.845741166077738,Utility-scale solar
Global,ENGIE SA,4.560885028686805,Utility-scale solar
Global,Huadian New Energy Group Co Ltd,4.444696390108282,Utility-scale solar
Global,China Three Gorges New Energy (Group) Co Ltd,4.21923266022827,Utility-scale solar
Global,Florida Power & Light Co,4.009,Utility-scale solar
Global,NTPC Ltd,3.6385275441696114,Utility-scale solar
Global,Duke Energy Corp,3.5247,Utility-scale solar
Global,EDF Renewables,3.4539668469387754,Utility-scale solar
Global,China Power International Development Co Ltd,3.373160002194908,Utility-scale solar
Global,Huaneng Renewables Corp Ltd,3.369318961808604,Utility-scale solar
Global,Huaneng Power International Inc,3.2582008779631257,Utility-scale solar
Global,Clearway Energy Group LLC,3.250575,Utility-scale solar
Global,CECEP Solar Energy Technology Co Ltd,3.161138500877963,Utility-scale solar
Global,NextEra Energy Inc,23.5519,Wind
Global,EDF Renewables,12.213783333333334,Wind
Global,Enel Green Power SpA,11.92415,Wind
Global,EDPR Renewable Energy Sources of Greece 1 Sole Proprietorship,9.247066666666667,Wind
Global,Avangrid Renewables,8.1487,Wind
Global,Iberdrola Renovables Energia SA,7.7355,Wind
Global,MidAmerican Energy Co,7.4864,Wind
Global,Ørsted A/S,7.209816666666668,Wind
Global,China Longyuan Power Group Corp Ltd,6.0765,Wind
Global,Acciona Energía SAU,6.000516666666666,Wind
Global,RWE Renewables,5.6733666666666664,Wind
Global,ENGIE SA,5.091399999999999,Wind
Global,AES Corp,4.9357,Wind
Global,Pattern Energy,4.860399999999999,Wind
Global,Invenergy LLC,4.83115,Wind
Global,Vattenfall AB,4.6952,Wind
Global,Xcel Energy Inc,4.6685,Wind
Global,China Guangdong Nuclear Wind Energy Ltd,4.353,Wind
Global,ReNew Power,3.9055,Wind
Afghanistan,Da Afghanistan Breshna Sherkat (DABS),0.152,Hydropower
Afghanistan,Ministry of Energy and Water Afghanistan,0.094,Hydropower
Afghanistan,Ministry of Water & Power Afghanistan,0.066,Hydropower
Afghanistan,United States Agency for International Development,0.105,Oil and gas
Afghanistan,Ministry of Energy and Water (Afghanistan),0.095,Oil and gas
Afghanistan,Unknown,0.028,Utility-scale solar
Afghanistan,77 Construction Co,0.01044,Utility-scale solar
Afghanistan,Zularistan Ltd,0.01044,Utility-scale solar
Afghanistan,Dynasty Oil & Gas PVT LTD (DYNASTY),0.009465857740585776,Utility-scale solar
African Union,Ethiopian Sugar Industry Group,0.136,Bioenergy
African Union,Companhia de Bioenergia de Angola Lda,0.1,Bioenergy
African Union,Kenana Sugar Company,0.09459999999999999,Bioenergy
African Union,Government of Ethiopia,0.062,Bioenergy
African Union,Unknown,0.045,Bioenergy
African Union,Others,0.0434,Bioenergy
African Union,Ubombo Sugar Ltd,0.04,Bioenergy
African Union,Zambia Sugar PLC,0.04,Bioenergy
African Union,Hippo Valley Estates Ltd,0.039,Bioenergy
African Union,Triangle Pvt Ltd,0.035,Bioenergy
African Union,Sarrai Group Ltd,0.034,Bioenergy
African Union,Sunbird Bioenergy (SL) Ltd,0.032,Bioenergy
African Union,Royal Eswatini Sugar Corp Ltd,0.03,Bioenergy
African Union,Kakira Sugar Ltd,0.03,Bioenergy
African Union,Eskom Holdings SOC Ltd,43.7318,Coal
African Union,TAQA Morocco SA,2.056,Coal
African Union,ZESA Holdings Ltd,1.62,Coal
African Union,Botswana Power Corp,0.732,Coal
African Union,Nareva Holding SA,0.702702,Coal
African Union,Office National de l'Electricité et de l'Eau Potable (Morocco),0.475,Coal
African Union,Mitsui & Co Ltd,0.4158,Coal
African Union,Dangote Industries Ltd,0.3445,Coal
African Union,ENGIE SA,0.267498,Coal
African Union,Nava Ltd,0.195,Coal
African Union,Power Construction Corporation of China Ltd,0.175,Coal
African Union,Namibia Power Corp Ltd,0.12,Coal
African Union,ZCCM Investments Holdings PLC,0.105,Coal
African Union,Mondi PLC,0.0723,Coal
African Union,Development Bank of Southern Africa Ltd,0.07,Coal
African Union,Government Employees Pension Fund (South Africa),0.07,Coal
African Union,Harith Holdings Pty Ltd,0.07,Coal
African Union,Mergence Investment Managers Pty Ltd,0.07,Coal
African Union,Public Investment Corporation SOC Ltd,0.07,Coal
African Union,Zungu Investments Company Pty Ltd,0.07,Coal
African Union,Kenya Electricity Generating Company PLC,0.6345,Geothermal
African Union,Ormat Technology Inc,0.147,Geothermal
African Union,Geothermal Development Company (GDC),0.035,Geothermal
African Union,Ethiopian Electric Power (EEP),4.695,Hydropower
African Union,ZESCO Ltd,4.038,Hydropower
African Union,PRODEL,3.47,Hydropower
African Union,Egyptian Electricity Holding Co,2.842,Hydropower
African Union,Eskom,2.774,Hydropower
African Union,Tanzania Electric Supply Company LTD (TANESCO),2.643,Hydropower
African Union,Societe Nationale d'Electricite (SNEL),2.446,Hydropower
African Union,Mainstream Energy Solutions Ltd,2.038,Hydropower
African Union,Electricidade de Moçambique (EDM),1.961,Hydropower
African Union,Ministry of Irrigation and Water Resources,1.85,Hydropower
African Union,Office National de L'Electricite de L'Eau Potable,1.395,Hydropower
African Union,Volta River Authority,1.18,Hydropower
African Union,Uganda Electricity Generation Company LTD (UEGCL),1.163,Hydropower
African Union,Kenya Electricity Generating Company (KenGen),0.722,Hydropower
African Union,North South Power,0.6,Hydropower
African Union,South African Department of Water and Sanitation,0.6,Hydropower
African Union,Eranove,0.50544,Hydropower
African Union,Electricité de Guinée (EDG),0.42710000000000004,Hydropower
African Union,Bui Power Authority (BPA),0.404,Hydropower
African Union,Electricity Generation Co (Malawi) Ltd,0.351,Hydropower
African Union,Eskom,1.94,Nuclear
African Union,Egyptian Electricity Holding Co,49.4717,Oil and gas
African Union,Sonelgaz SpA,19.359099999999998,Oil and gas
African Union,General Electricity Company of Libya,13.76,Oil and gas
African Union,Tunisian Company of Electricity and Gas,5.451,Oil and gas
African Union,Niger Delta Power Holding Co,3.709,Oil and gas
African Union,Sonatrach SpA,2.50473,Oil and gas
African Union,Eskom Holdings SOC Ltd,2.4203,Oil and gas
African Union,Office National de l'Electricité et de l'Eau Potable (Morocco),1.641,Oil and gas
African Union,Shariket Kahraba Terga SpA,1.2,Oil and gas
African Union,Sudanese Thermal Power Generating Company Ltd,0.984,Oil and gas
African Union,KEPCO Energy Resources Ltd,0.924,Oil and gas
African Union,Sonagás,0.72,Oil and gas
African Union,CGN Energy International Holding Co,0.6826,Oil and gas
African Union,Creditas BV,0.6826,Oil and gas
African Union,Transnational Corporation PLC,0.67626,Oil and gas
African Union,Algerian Utilities International Ltd,0.6257699999999999,Oil and gas
African Union,Volta River Authority,0.574,Oil and gas
African Union,Dangote Industries Ltd,0.57,Oil and gas
African Union,Libyan Iron and Steel Co,0.507,Oil and gas
African Union,Geregu Power PLC,0.507,Oil and gas
African Union,New and Renewable Energy Authority,0.5563852380952381,Utility-scale solar
African Union,AMEA Power,0.5,Utility-scale solar
African Union,Scatec ASA,0.34344146341463416,Utility-scale solar
African Union,Moroccan Agency for Sustainable Energy (MASEN),0.32219444444444445,Utility-scale solar
African Union,H1 Holdings,0.3038564634146342,Utility-scale solar
African Union,Sun Africa LLC,0.300585,Utility-scale solar
African Union,Unknown,0.28823000000000004,Utility-scale solar
African Union,Enel Green Power SpA,0.27684,Utility-scale solar
African Union,ACWA Power Co,0.24014,Utility-scale solar
African Union,SOLA Group,0.23792,Utility-scale solar
African Union,ACWA Power Co,0.23080666666666663,Utility-scale solar
African Union,General Electricity Company of Libya,0.2301388888888889,Utility-scale solar
African Union,TotalEnergies SE,0.2301388888888889,Utility-scale solar
African Union,Solar Capital,0.22707,Utility-scale solar
African Union,Shariket Kahraba wa Taket Moutadjadida SPA (SKTM),0.21045555555555556,Utility-scale solar
African Union,Alcazar Energy,0.19488,Utility-scale solar
African Union,SENER,0.175,Utility-scale solar
African Union,Unknown,0.14632,Utility-scale solar
African Union,Globeleq Generation Ltd,0.14148558536585368,Utility-scale solar
African Union,Infinity Energy SAE,0.13632,Utility-scale solar
African Union,New and Renewable Energy Authority (NREA),1.378,Wind
African Union,Lekela Power,0.748,Wind
African Union,Enel Green Power SpA,0.677,Wind
African Union,Office National de l'Electricité et de l'Eau Potable (Morocco),0.659,Wind
African Union,Unknown,0.609,Wind
African Union,Ethiopian Electric Power Corp,0.564,Wind
African Union,Moroccan Wind Energy Company (EEM),0.453,Wind
African Union,Office National de l'Electricité et de l'Eau Potable (Morocco),0.3,Wind
African Union,Unknown,0.283,Wind
African Union,Tunisian Company of Electricity and Gas,0.253,Wind
African Union,Lekela Power,0.252,Wind
African Union,Moroccan Wind Energy Company (EEM),0.202,Wind
African Union,Lekela Power,0.158,Wind
African Union,Globeleq Generation Ltd,0.1515,Wind
African Union,Red Rocket South Africa Pty Ltd,0.147,Wind
African Union,Cookhouse Wind Farm,0.139,Wind
African Union,DLO Energy Resources Group,0.139,Wind
African Union,Cennergi Pty Ltd,0.134,Wind
African Union,Mauritanian Electricity Co,0.13,Wind
African Union,ACWA Power Co,0.12,Wind
African Union,Others,0.56,Coal
African Union,Others,5.38351,Hydropower
African Union,Others,18.611499,Oil and gas
African Union,Others,7.221829761072549,Utility-scale solar
African Union,Others,2.1801,Wind
Albania,KESH,1.35,Hydropower
Albania,Statkraft,0.197,Hydropower
Albania,Ayen Enerji AŞ,0.072,Hydropower
Albania,Statkraft AS,0.072,Hydropower
Albania,EVN AG,0.0225,Hydropower
Albania,Verbund AG,0.0225,Hydropower
Albania,Voltalia SA,0.12179999999999999,Utility-scale solar
Albania,Unknown,0.05416,Utility-scale solar
Albania,Blessed Investment Group,0.02523,Utility-scale solar
Albania,Matrix Konstruksion,0.02523,Utility-scale solar
Algeria,Sonelgaz SpA,0.172,Hydropower
Algeria,Sonelgaz SpA,19.359099999999998,Oil and gas
Algeria,Sonatrach SpA,2.50473,Oil and gas
Algeria,Shariket Kahraba Terga SpA,1.2,Oil and gas
Algeria,Algerian Utilities International Ltd,0.6257699999999999,Oil and gas
Algeria,Shariket Kahraba Berrouaghia SpA,0.489,Oil and gas
Algeria,Shariket Kahraba wa Taket Moutadjadida SPA (SKTM),0.21045555555555556,Utility-scale solar
Algeria,Unknown,0.09963333333333334,Utility-scale solar
Algeria,Sonelgaz SpA,0.053939999999999995,Utility-scale solar
Algeria,Hydrochina Corp,0.01537,Utility-scale solar
Algeria,Sinohydro Corp Ltd,0.01537,Utility-scale solar
Algeria,Yingli Green Energy Holding Co Ltd,0.01537,Utility-scale solar
Algeria,Sonatrach SpA,0.013333333333333334,Utility-scale solar
Algeria,New Energy Algeria (NEAL),0.01,Utility-scale solar
Algeria,Eni SpA,0.0033333333333333335,Utility-scale solar
Algeria,Shariket Kahraba wa Taket Moutadjadida SPA (SKTM),0.01,Wind
American Samoa,Unknown,0.0013106106194690267,Utility-scale solar
Andorra,Unknown,0.045,Hydropower
Andorra,Unknown,0.0014,Utility-scale solar
Angola,Companhia de Bioenergia de Angola Lda,0.1,Bioenergy
Angola,PRODEL,3.47,Hydropower
Angola,Elecnor SA,0.06,Hydropower
Angola,Empresa Nacional de Electricidade de Angola (ENE),0.05,Hydropower
Angola,Sonagás,0.72,Oil and gas
Angola,Unknown,0.125,Oil and gas
Angola,Public Electricity Production Co,0.084,Oil and gas
Angola,Sun Africa LLC,0.300585,Utility-scale solar
Angola,Angolan Ministry of Energy and Water,0.08352,Utility-scale solar
Angola,Unknown,0.015099999999999999,Utility-scale solar
Angola,Ente Nazionale Idrocarburi (ENI) SpA,0.010875,Utility-scale solar
Angola,Solenova,0.010875,Utility-scale solar
Angola,Unknown,0.05,Wind
Antigua and Barbuda,Unknown,0.0075,Utility-scale solar
Argentina,Arauco Argentina SA,0.082,Bioenergy
Argentina,Fuentes Renovables de Energía SA,0.04,Bioenergy
Argentina,Ingenio y Refinería San Martín del Tabacal SRL,0.04,Bioenergy
Argentina,AES Corp,0.525,Coal
Argentina,Entidad Binacional Yacyreta (EBY),3.1,Hydropower
Argentina,Comisión Técnica Mixta (CTM),1.89,Hydropower
Argentina,Sociedad Energía Sadesa Central Puerto,1.424,Hydropower
Argentina,Enel Generación,1.328,Hydropower
Argentina,AES Energía,1.144,Hydropower
Argentina,Pampa Energia SA,0.916,Hydropower
Argentina,Empresa Provincial de Energía de Córdoba (EPEC),0.809,Hydropower
Argentina,Orazul Energy Corp,0.486,Hydropower
Argentina,Aluar Aluminio Argentino SAIC,0.2832,Hydropower
Argentina,Unknown,0.231,Hydropower
Argentina,Energía Provincial Sociedad del Estado (EPSE),0.17,Hydropower
Argentina,Energía de Misiones SA (EMSA),0.12,Hydropower
Argentina,Hidroelectrica Ameghino,0.06,Hydropower
Argentina,Nucleoelectrica Argentina SA,1.763,Nuclear
Argentina,Central Puerto SA,5.904426,Oil and gas
Argentina,Pampa Energia SA,3.6967280000000002,Oil and gas
Argentina,YPF SA,2.0483249999999997,Oil and gas
Argentina,Grupo Albanesi,1.5099,Oil and gas
Argentina,AES Corp,1.4834559999999999,Oil and gas
Argentina,Energía Argentina SA,1.1593200000000001,Oil and gas
Argentina,Unknown,0.7581199999999999,Oil and gas
Argentina,General Electric Co,0.682775,Oil and gas
Argentina,Capex SA,0.672,Oil and gas
Argentina,AES Andes SA,0.643,Oil and gas
Argentina,Aluar Aluminio Argentino SAIC,0.585,Oil and gas
Argentina,Scc Power Parent Ltd,0.5375,Oil and gas
Argentina,Empresa Provincial de Energia de Cordoba,0.466,Oil and gas
Argentina,BC Energy Investments Corp,0.25220000000000004,Oil and gas
Argentina,BP PLC,0.25220000000000004,Oil and gas
Argentina,Province of Buenos Aires,0.24552,Oil and gas
Argentina,Industrias Juan F. Secco SA,0.195,Oil and gas
Argentina,Tenaris SA,0.163,Oil and gas
Argentina,Grupo Taselli,0.14,Oil and gas
Argentina,General De Equipos de Colombia SA,0.12,Oil and gas
Argentina,Jujuy Energía y Minería Sociedad Estado (JEMSE),0.27404999999999996,Utility-scale solar
Argentina,Unknown,0.2289135,Utility-scale solar
Argentina,Genneia SA,0.22655,Utility-scale solar
Argentina,Neoen SA,0.18096,Utility-scale solar
Argentina,360 Energy SA,0.158058,Utility-scale solar
Argentina,MSU Green Energy,0.14025,Utility-scale solar
Argentina,Central Puerto SA,0.10179,Utility-scale solar
Argentina,YPF Energía Eléctrica SA,0.1,Utility-scale solar
Argentina,Canadian Solar,0.087,Utility-scale solar
Argentina,JinkoSolar Co Ltd,0.08004,Utility-scale solar
Argentina,Total Eren SA,0.0261,Utility-scale solar
Argentina,Diaser SA,0.022,Utility-scale solar
Argentina,Hanz Energy,0.02,Utility-scale solar
Argentina,Industrias Juan F. Secco SA,0.0172975,Utility-scale solar
Argentina,Solargen Ullum SA,0.0126225,Utility-scale solar
Argentina,Eternum Energy SA,0.01044,Utility-scale solar
Argentina,Cementos Avellaneda SA,0.010285,Utility-scale solar
Argentina,Genneia SA,0.941,Wind
Argentina,YPF Energía Eléctrica SA,0.552,Wind
Argentina,Pampa Energia SA,0.5273,Wind
Argentina,Petroquimica Comodoro Rivadavia SA (PCR),0.45375,Wind
Argentina,Central Puerto SA,0.451,Wind
Argentina,Isolux LLC,0.304,Wind
Argentina,AES Corp,0.25,Wind
Argentina,Aluar,0.245,Wind
Argentina,Parque Eólico Arauco SAPEM,0.1175,Wind
Argentina,Tenaris SA,0.103,Wind
Argentina,Eipor SA,0.1,Wind
Argentina,Goldwin,0.1,Wind
Argentina,Total Eren SA,0.0985,Wind
Argentina,ArcelorMittal SA,0.07425,Wind
Argentina,Envision Energy,0.06,Wind
Argentina,Eolia Renovables SA (EOLIASUR),0.05,Wind
Argentina,Nordex,0.05,Wind
Argentina,Mitsui & Co Ltd,0.0485,Wind
Argentina,Grupo Frali,0.04,Wind
Argentina,Hychico,0.0343,Wind
Argentina,Others,0.52936,Oil and gas
Argentina,Others,0.066,Wind
Armenia,International Power CORP CJSC,0.407,Hydropower
Armenia,ContourGlobal Ltd,0.404,Hydropower
Armenia,International Energy Corporation,0.071,Hydropower
Armenia,Ministry Of Territorial Administration And Infrastructure,0.448,Nuclear
Armenia,Tashir Group,0.631,Oil and gas
Armenia,Yerevan Thermal Power Plant CJSC,0.242,Oil and gas
Armenia,Renco SpA,0.1524,Oil and gas
Armenia,Siemens AG,0.10160000000000001,Oil and gas
Armenia,Unknown,0.15619999999999998,Utility-scale solar
Aruba,Utilities Aruba NV,0.102,Oil and gas
Aruba,Unknown,0.0074,Utility-scale solar
Aruba,NuCapital Inc,0.03,Wind
Australia,Wilmar Sugar Australia Ltd,0.118,Bioenergy
Australia,Capital Dynamics Inc,0.068,Bioenergy
Australia,Mackay Sugar Ltd,0.04,Bioenergy
Australia,National Power Pty Ltd,0.03,Bioenergy
Australia,AGL Energy Ltd,4.88,Coal
Australia,Stanwell Corp Ltd,3.305,Coal
Australia,Origin Energy Ltd,2.88,Coal
Australia,CLP Holdings Ltd,2.87,Coal
Australia,CS Energy Ltd,1.91,Coal
Australia,Engiana Establishment,1.32,Coal
Australia,Chow Tai Fook Enterprises Ltd,1.026,Coal
Australia,Electricity Retail and Generation Corp,0.804,Coal
Australia,Rio Tinto Ltd,0.7072800000000001,Coal
Australia,China Huaneng Group Co Ltd,0.67,Coal
Australia,NRG Energy Inc,0.63,Coal
Australia,Creditas BV,0.44,Coal
Australia,Kansai Electric Power Co,0.233,Coal
Australia,Sumitomo Corp,0.233,Coal
Australia,SLMA GPS Pty Ltd,0.1428,Coal
Australia,South32 Ltd,0.12727999999999998,Coal
Australia,Ryowa II GPS Pty Ltd,0.11928,Coal
Australia,small shareholder(s),0.08656,Coal
Australia,Japan Alumina Associates (Australia) Pty Ltd,0.0148,Coal
Australia,Snowy Hydro Ltd,4.057,Hydropower
Australia,Hydro Tasmania,2.122,Hydropower
Australia,CleanCo Queensland Ltd,0.658,Hydropower
Australia,AGL Energy Ltd,0.472,Hydropower
Australia,Origin Energy Ltd,0.24,Hydropower
Australia,Murray-Darling Basin Authority,0.18,Hydropower
Australia,Unknown,0.1,Hydropower
Australia,Stanwell Corp Ltd,0.06,Hydropower
Australia,Meridian Energy,0.058,Hydropower
Australia,Origin Energy Ltd,2.533,Oil and gas
Australia,CLP Holdings Ltd,1.746,Oil and gas
Australia,Snowy Hydro Ltd,1.4518,Oil and gas
Australia,Chow Tai Fook Enterprises Ltd,1.229,Oil and gas
Australia,Shell PLC,1.223,Oil and gas
Australia,AGL Energy Ltd,1.13,Oil and gas
Australia,Electricity Retail and Generation Corp,0.7965,Oil and gas
Australia,TransAlta Corp,0.599,Oil and gas
Australia,RATCH Group PCL,0.5877,Oil and gas
Australia,CITIC Ltd,0.456,Oil and gas
Australia,CleanCo Queensland Ltd,0.385,Oil and gas
Australia,Engie Services Australia & New Zealand Pty Ltd,0.38088,Oil and gas
Australia,APA Group,0.36219999999999997,Oil and gas
Australia,INPEX Corp,0.30478,Oil and gas
Australia,Rio Tinto Ltd,0.2984,Oil and gas
Australia,Power Generation Corp,0.298,Oil and gas
Australia,Chevron Corp,0.27907,Oil and gas
Australia,Hydro-Electric Corp,0.268,Oil and gas
Australia,PetroChina Co Ltd,0.2595,Oil and gas
Australia,Mitsui & Co Ltd,0.25865000000000005,Oil and gas
Australia,Unknown,1.4489495287356322,Utility-scale solar
Australia,Fotowatio Renewable Ventures (FRV) BV,0.83273,Utility-scale solar
Australia,BJCE Australia,0.81384,Utility-scale solar
Australia,Neoen SA,0.7067,Utility-scale solar
Australia,UPC/AC Renewables Australia,0.4,Utility-scale solar
Australia,Iberdrola SA,0.32015,Utility-scale solar
Australia,RWE AG,0.30363,Utility-scale solar
Australia,APA Group Ltd,0.29669999999999996,Utility-scale solar
Australia,Canadian Solar,0.28971,Utility-scale solar
Australia,Octopus Investments Ltd,0.275,Utility-scale solar
Australia,Elliot Green Power (EGP),0.21284,Utility-scale solar
Australia,Total Eren SA,0.2,Utility-scale solar
Australia,DIF Capital Partners,0.194,Utility-scale solar
Australia,X-Elio,0.174,Utility-scale solar
Australia,Atmos Renewables,0.172875,Utility-scale solar
Australia,Edify Energy,0.17204499999999998,Utility-scale solar
Australia,Hana Financial Investment Co Ltd,0.162,Utility-scale solar
Australia,ESCO Pacific,0.16094999999999998,Utility-scale solar
Australia,Wirsol Energy Ltd,0.15943000000000002,Utility-scale solar
Australia,John Laing Group PLC,0.150721,Utility-scale solar
Australia,Unknown,1.8453,Wind
Australia,Acciona SA,0.9895,Wind
Australia,Tilt Renewables Pty Ltd,0.727,Wind
Australia,RATCH-Australia Corporation Pty Ltd,0.688,Wind
Australia,Renewable Energy Systems (RES),0.657,Wind
Australia,Naturgy Energy Group SA,0.597,Wind
Australia,Neoen SA,0.56,Wind
Australia,Pacific Hydro,0.482,Wind
Australia,Ark Energy,0.4615,Wind
Australia,Powering Australian Renewables (POWAR),0.45,Wind
Australia,Squadron Energy Pty Ltd,0.45,Wind
Australia,Partners Group Holding AG,0.39,Wind
Australia,Palisade Investment Partners LLC,0.3385,Wind
Australia,Woolnorth Wind Farm Holdings Pty Ltd,0.307,Wind
Australia,Infrastructure Capital Group,0.303,Wind
Australia,Infigen Energy,0.302,Wind
Australia,Beijing Jingneng Clean Energy (Australia) Holding PTY LTD (BJCE),0.276,Wind
Australia,CWP Renewables,0.257,Wind
Australia,OPTrust,0.24,Wind
